Source,Target,Weight,Type,color
S09,N10,2,Directed,#6dc066
S09,N11,1,Directed,#6dc066
S09,N12,2,Directed,#6dc066
S09,N13,1,Directed,#6dc066
S09,N14,1,Directed,#6dc066
S09,N15,1,Directed,#6dc066
S09,N16,1,Directed,#6dc066
S09,N17,2,Directed,#6dc066
S10,N01,1,Directed,#6dc066
S10,N02,1,Directed,#6dc066
S10,N03,1,Directed,#6dc066
S10,N04,1,Directed,#6dc066
S10,N05,1,Directed,#6dc066
S10,N06,1,Directed,#6dc066
S10,N07,1,Directed,#6dc066
S10,N08,1,Directed,#6dc066
S10,N09,1,Directed,#6dc066
S10,N10,1,Directed,#6dc066
S10,N11,1,Directed,#6dc066
S10,N12,1,Directed,#6dc066
S10,N13,1,Directed,#6dc066
S10,N14,1,Directed,#6dc066
S10,N15,1,Directed,#6dc066
S10,N16,1,Directed,#6dc066
S10,N17,1,Directed,#6dc066
S11,N01,1,Directed,#6dc066
S11,N02,1,Directed,#6dc066
S11,N03,1,Directed,#6dc066
S11,N04,1,Directed,#6dc066
S11,N05,1,Directed,#6dc066
S11,N06,1,Directed,#6dc066
S11,N07,1,Directed,#6dc066
S11,N08,1,Directed,#6dc066
S11,N09,2,Directed,#6dc066
S11,N10,2,Directed,#6dc066
S11,N12,2,Directed,#6dc066
S11,N13,1,Directed,#6dc066
S11,N14,1,Directed,#6dc066
S11,N15,1,Directed,#6dc066
S11,N17,2,Directed,#6dc066
S12,N01,1,Directed,#6dc066
S12,N02,1,Directed,#6dc066
S12,N03,1,Directed,#6dc066
S12,N04,1,Directed,#6dc066
S12,N05,1,Directed,#6dc066
S12,N06,1,Directed,#6dc066
S12,N07,1,Directed,#6dc066
S12,N08,1,Directed,#6dc066
S12,N09,1,Directed,#6dc066
S12,N10,1,Directed,#6dc066
S12,N11,1,Directed,#6dc066
S12,N12,1,Directed,#6dc066
S12,N13,1,Directed,#6dc066
S12,N14,1,Directed,#6dc066
S12,N15,1,Directed,#6dc066
S12,N16,1,Directed,#6dc066
S12,N17,1,Directed,#6dc066
S13,N01,2,Directed,#6dc066
S13,N02,2,Directed,#6dc066
S13,N03,2,Directed,#6dc066
S13,N04,2,Directed,#6dc066
S13,N05,2,Directed,#6dc066
S13,N06,2,Directed,#6dc066
S13,N07,2,Directed,#6dc066
S13,N08,2,Directed,#6dc066
S13,N09,2,Directed,#6dc066
S13,N10,2,Directed,#6dc066
S13,N11,2,Directed,#6dc066
S13,N12,2,Directed,#6dc066
S13,N13,2,Directed,#6dc066
S13,N14,2,Directed,#6dc066
S13,N15,2,Directed,#6dc066
S13,N16,2,Directed,#6dc066
S13,N17,2,Directed,#6dc066
S14,N09,2,Directed,#6dc066
S14,N12,2,Directed,#6dc066
S14,N14,2,Directed,#6dc066
S14,N15,2,Directed,#6dc066
S14,N16,2,Directed,#6dc066
S14,N17,2,Directed,#6dc066
S15,N01,2,Directed,#6dc066
S15,N02,2,Directed,#6dc066
S15,N03,2,Directed,#6dc066
S15,N04,2,Directed,#6dc066
S15,N05,2,Directed,#6dc066
S15,N06,2,Directed,#6dc066
S15,N07,2,Directed,#6dc066
S15,N08,2,Directed,#6dc066
S15,N09,2,Directed,#6dc066
S15,N10,2,Directed,#6dc066
S15,N11,2,Directed,#6dc066
S15,N12,2,Directed,#6dc066
S15,N13,2,Directed,#6dc066
S15,N14,1,Directed,#6dc066
S15,N15,1,Directed,#6dc066
S15,N16,1,Directed,#6dc066
S15,N17,2,Directed,#6dc066
S16,N01,1,Directed,#6dc066
S16,N02,1,Directed,#6dc066
S16,N03,1,Directed,#6dc066
S16,N04,1,Directed,#6dc066
S16,N05,1,Directed,#6dc066
S16,N06,1,Directed,#6dc066
S16,N07,1,Directed,#6dc066
S16,N08,1,Directed,#6dc066
S16,N09,1,Directed,#6dc066
S16,N10,1,Directed,#6dc066
S16,N11,1,Directed,#6dc066
S16,N12,1,Directed,#6dc066
S16,N13,1,Directed,#6dc066
S16,N14,1,Directed,#6dc066
S16,N15,1,Directed,#6dc066
S16,N16,1,Directed,#6dc066
S16,N17,1,Directed,#6dc066
S17,N01,2,Directed,#6dc066
S17,N02,2,Directed,#6dc066
S17,N03,2,Directed,#6dc066
S17,N04,2,Directed,#6dc066
S17,N05,2,Directed,#6dc066
S17,N06,2,Directed,#6dc066
S17,N07,2,Directed,#6dc066
S17,N08,2,Directed,#6dc066
S17,N09,2,Directed,#6dc066
S17,N10,2,Directed,#6dc066
S17,N11,2,Directed,#6dc066
S17,N12,2,Directed,#6dc066
S17,N13,2,Directed,#6dc066
S17,N14,2,Directed,#6dc066
S17,N15,2,Directed,#6dc066
S17,N16,2,Directed,#6dc066
S17,N17,2,Directed,#6dc066
S01,C08,1,Directed,#6dc066
S01,C10,1,Directed,#6dc066
S01,C11,1,Directed,#6dc066
S01,C12,1,Directed,#6dc066
S01,C13,1,Directed,#6dc066
S01,C14,1,Directed,#6dc066
S01,C16,1,Directed,#6dc066
S02,C08,1,Directed,#6dc066
S02,C10,1,Directed,#6dc066
S02,C11,1,Directed,#6dc066
S02,C13,1,Directed,#6dc066
S02,C14,1,Directed,#6dc066
S02,C16,1,Directed,#6dc066
S03,C01,1,Directed,#6dc066
S03,C02,1,Directed,#6dc066
S03,C14,1,Directed,#6dc066
S03,C16,1,Directed,#6dc066
S03,C18,1,Directed,#6dc066
S04,C01,1,Directed,#6dc066
S04,C02,1,Directed,#6dc066
S04,C03,1,Directed,#6dc066
S04,C04,1,Directed,#6dc066
S04,C05,1,Directed,#6dc066
S04,C06,1,Directed,#6dc066
S04,C07,1,Directed,#6dc066
S04,C08,1,Directed,#6dc066
S04,C09,1,Directed,#6dc066
S04,C10,1,Directed,#6dc066
S04,C11,1,Directed,#6dc066
S04,C12,1,Directed,#6dc066
S04,C13,1,Directed,#6dc066
S04,C14,1,Directed,#6dc066
S04,C16,1,Directed,#6dc066
S04,C17,1,Directed,#6dc066
S04,C18,1,Directed,#6dc066
S05,C01,1,Directed,#6dc066
S05,C02,1,Directed,#6dc066
S05,C15,1,Directed,#6dc066
S05,C16,1,Directed,#6dc066
S05,C17,1,Directed,#6dc066
S05,C18,1,Directed,#6dc066
S06,C01,1,Directed,#6dc066
S06,C02,1,Directed,#6dc066
S06,C11,1,Directed,#6dc066
S06,C12,1,Directed,#6dc066
S06,C13,1,Directed,#6dc066
S06,C15,1,Directed,#6dc066
S06,C16,1,Directed,#6dc066
S06,C17,1,Directed,#6dc066
S06,C18,1,Directed,#6dc066
S07,C15,1,Directed,#6dc066
S08,C15,1,Directed,#6dc066
S09,C15,1,Directed,#6dc066
S10,C15,1,Directed,#6dc066
S11,C01,1,Directed,#6dc066
S11,C02,1,Directed,#6dc066
S11,C15,1,Directed,#6dc066
S11,C16,1,Directed,#6dc066
S11,C17,1,Directed,#6dc066
S12,C01,1,Directed,#6dc066
S12,C02,1,Directed,#6dc066
S12,C11,1,Directed,#6dc066
S12,C12,1,Directed,#6dc066
S12,C13,1,Directed,#6dc066
S12,C14,1,Directed,#6dc066
S12,C15,1,Directed,#6dc066
S12,C16,1,Directed,#6dc066
S12,C17,1,Directed,#6dc066
S12,C18,1,Directed,#6dc066
S13,C01,1,Directed,#6dc066
S13,C02,1,Directed,#6dc066
S13,C11,1,Directed,#6dc066
S13,C15,1,Directed,#6dc066
S13,C18,1,Directed,#6dc066
S14,C10,1,Directed,#6dc066
S14,C13,1,Directed,#6dc066
S14,C14,1,Directed,#6dc066
S14,C15,1,Directed,#6dc066
S14,C16,1,Directed,#6dc066
S14,C17,1,Directed,#6dc066
S15,C03,1,Directed,#6dc066
S15,C04,1,Directed,#6dc066
S15,C06,1,Directed,#6dc066
S15,C07,1,Directed,#6dc066
S15,C08,1,Directed,#6dc066
S15,C09,1,Directed,#6dc066
S15,C10,1,Directed,#6dc066
S15,C11,1,Directed,#6dc066
S15,C13,1,Directed,#6dc066
S15,C14,1,Directed,#6dc066
S15,C15,1,Directed,#6dc066
S15,C16,1,Directed,#6dc066
S15,C17,1,Directed,#6dc066
S16,C02,1,Directed,#6dc066
S16,C03,1,Directed,#6dc066
S16,C04,1,Directed,#6dc066
S16,C05,1,Directed,#6dc066
S16,C06,1,Directed,#6dc066
S16,C07,1,Directed,#6dc066
S16,C08,1,Directed,#6dc066
S16,C09,1,Directed,#6dc066
S16,C10,1,Directed,#6dc066
S16,C11,1,Directed,#6dc066
S16,C12,1,Directed,#6dc066
S16,C13,1,Directed,#6dc066
S16,C14,1,Directed,#6dc066
S16,C15,1,Directed,#6dc066
S16,C16,1,Directed,#6dc066
S16,C17,1,Directed,#6dc066
S16,C18,1,Directed,#6dc066
S17,C01,1,Directed,#6dc066
S17,C02,1,Directed,#6dc066
S17,C03,1,Directed,#6dc066
S17,C04,1,Directed,#6dc066
S17,C05,1,Directed,#6dc066
S17,C06,1,Directed,#6dc066
S17,C07,1,Directed,#6dc066
S17,C08,1,Directed,#6dc066
S17,C09,1,Directed,#6dc066
S17,C10,1,Directed,#6dc066
S17,C11,1,Directed,#6dc066
S17,C12,1,Directed,#6dc066
S17,C13,1,Directed,#6dc066
S17,C14,1,Directed,#6dc066
S17,C15,1,Directed,#6dc066
S17,C16,1,Directed,#6dc066
S17,C17,1,Directed,#6dc066
S17,C18,1,Directed,#6dc066
C01,S08,1,Directed,#ff4444
C02,S08,1,Directed,#ff4444
C03,S08,1,Directed,#ff4444
C04,S08,1,Directed,#ff4444
C05,S08,1,Directed,#ff4444
C18,S08,1,Directed,#ff4444
C01,S09,1,Directed,#ff4444
C02,S09,1,Directed,#ff4444
C18,S09,1,Directed,#ff4444
S01,C01,1,Undirected,#fef65b
S01,C02,1,Undirected,#fef65b
S01,C03,1,Undirected,#fef65b
S01,C04,1,Undirected,#fef65b
S01,C05,1,Undirected,#fef65b
S01,C06,1,Undirected,#fef65b
S01,C07,1,Undirected,#fef65b
S01,C15,1,Undirected,#fef65b
S01,C17,1,Undirected,#fef65b
S01,C18,1,Undirected,#fef65b
S02,C01,1,Undirected,#fef65b
S02,C02,1,Undirected,#fef65b
S02,C03,1,Undirected,#fef65b
S02,C04,1,Undirected,#fef65b
S02,C05,1,Undirected,#fef65b
S02,C06,1,Undirected,#fef65b
S02,C07,1,Undirected,#fef65b
S02,C15,1,Undirected,#fef65b
S02,C17,1,Undirected,#fef65b
S02,C18,1,Undirected,#fef65b
S03,C11,1,Undirected,#fef65b
S03,C12,1,Undirected,#fef65b
S03,C13,1,Undirected,#fef65b
S03,C15,1,Undirected,#fef65b
S03,C17,1,Undirected,#fef65b
S05,C11,1,Undirected,#fef65b
S05,C12,1,Undirected,#fef65b
S05,C13,1,Undirected,#fef65b
S05,C14,1,Undirected,#fef65b
S07,C01,1,Undirected,#fef65b
S07,C02,1,Undirected,#fef65b
S07,C03,1,Undirected,#fef65b
S07,C04,1,Undirected,#fef65b
S07,C05,1,Undirected,#fef65b
S07,C06,1,Undirected,#fef65b
S07,C07,1,Undirected,#fef65b
S07,C08,1,Undirected,#fef65b
S07,C12,1,Undirected,#fef65b
S07,C13,1,Undirected,#fef65b
S07,C17,1,Undirected,#fef65b
S07,C18,1,Undirected,#fef65b
S08,C06,1,Undirected,#fef65b
S08,C07,1,Undirected,#fef65b
S08,C08,1,Undirected,#fef65b
S08,C09,1,Undirected,#fef65b
S08,C10,1,Undirected,#fef65b
S08,C11,1,Undirected,#fef65b
S08,C12,1,Undirected,#fef65b
S08,C13,1,Undirected,#fef65b
S08,C14,1,Undirected,#fef65b
S08,C17,1,Undirected,#fef65b
S09,C03,1,Undirected,#fef65b
S09,C04,1,Undirected,#fef65b
S09,C05,1,Undirected,#fef65b
S09,C06,1,Undirected,#fef65b
S09,C07,1,Undirected,#fef65b
S09,C08,1,Undirected,#fef65b
S09,C09,1,Undirected,#fef65b
S09,C10,1,Undirected,#fef65b
S09,C11,1,Undirected,#fef65b
S09,C12,1,Undirected,#fef65b
S09,C13,1,Undirected,#fef65b
S09,C14,1,Undirected,#fef65b
S09,C16,1,Undirected,#fef65b
S09,C17,1,Undirected,#fef65b
S10,C01,1,Undirected,#fef65b
S10,C02,1,Undirected,#fef65b
S10,C03,1,Undirected,#fef65b
S10,C04,1,Undirected,#fef65b
S10,C05,1,Undirected,#fef65b
S10,C06,1,Undirected,#fef65b
S10,C07,1,Undirected,#fef65b
S10,C08,1,Undirected,#fef65b
S10,C09,1,Undirected,#fef65b
S10,C10,1,Undirected,#fef65b
S10,C11,1,Undirected,#fef65b
S10,C12,1,Undirected,#fef65b
S10,C13,1,Undirected,#fef65b
S10,C14,1,Undirected,#fef65b
S10,C16,1,Undirected,#fef65b
S10,C17,1,Undirected,#fef65b
S10,C18,1,Undirected,#fef65b
S11,C03,1,Undirected,#fef65b
S11,C04,1,Undirected,#fef65b
S11,C05,1,Undirected,#fef65b
S11,C06,1,Undirected,#fef65b
S11,C07,1,Undirected,#fef65b
S11,C08,1,Undirected,#fef65b
S11,C09,1,Undirected,#fef65b
S11,C10,1,Undirected,#fef65b
S11,C11,1,Undirected,#fef65b
S11,C12,1,Undirected,#fef65b
S11,C13,1,Undirected,#fef65b
S11,C14,1,Undirected,#fef65b
S11,C18,1,Undirected,#fef65b
S12,C03,1,Undirected,#fef65b
S12,C04,1,Undirected,#fef65b
S12,C05,1,Undirected,#fef65b
S12,C06,1,Undirected,#fef65b
S12,C07,1,Undirected,#fef65b
S12,C08,1,Undirected,#fef65b
S13,C03,1,Undirected,#fef65b
S13,C04,1,Undirected,#fef65b
S13,C05,1,Undirected,#fef65b
S13,C06,1,Undirected,#fef65b
S13,C07,1,Undirected,#fef65b
S13,C08,1,Undirected,#fef65b
S13,C09,1,Undirected,#fef65b
S13,C17,1,Undirected,#fef65b
S15,C05,1,Undirected,#fef65b
S02,C12,2,Directed,#6dc066
S03,C10,2,Directed,#6dc066
S04,C15,2,Directed,#6dc066
S06,C06,2,Directed,#6dc066
S06,C07,2,Directed,#6dc066
S07,C11,2,Directed,#6dc066
S08,C16,2,Directed,#6dc066
S14,C01,2,Directed,#6dc066
S14,C12,2,Directed,#6dc066
S14,C18,2,Directed,#6dc066
S15,C01,2,Directed,#6dc066
S15,C02,2,Directed,#6dc066
S15,C12,2,Directed,#6dc066
S15,C18,2,Directed,#6dc066
S16,C01,2,Directed,#6dc066
D01,S11,1,Directed,#ff4444
D01,S12,1,Directed,#ff4444
D01,S14,1,Directed,#ff4444
D01,S15,1,Directed,#ff4444
D02,S11,1,Directed,#ff4444
D02,S12,1,Directed,#ff4444
D02,S14,1,Directed,#ff4444
D02,S15,1,Directed,#ff4444
D03,S03,1,Directed,#ff4444
D03,S06,1,Directed,#ff4444
D03,S12,1,Directed,#ff4444
D03,S13,1,Directed,#ff4444
D03,S15,1,Directed,#ff4444
D04,S11,1,Directed,#ff4444
D04,S12,1,Directed,#ff4444
D04,S15,1,Directed,#ff4444
D05,S11,1,Directed,#ff4444
D07,S04,1,Directed,#ff4444
D07,S10,1,Directed,#ff4444
D07,S11,1,Directed,#ff4444
D11,S07,1,Directed,#ff4444
D11,S10,1,Directed,#ff4444
D11,S11,1,Directed,#ff4444
D11,S14,1,Directed,#ff4444
D11,S15,1,Directed,#ff4444
D12,S11,1,Directed,#ff4444
S01,D04,1,Directed,#6dc066
S01,D07,1,Directed,#6dc066
S01,D08,1,Directed,#6dc066
S01,D09,1,Directed,#6dc066
S02,D01,1,Directed,#6dc066
S02,D02,1,Directed,#6dc066
S02,D08,1,Directed,#6dc066
S03,D09,1,Directed,#6dc066
S03,D10,1,Directed,#6dc066
S04,D09,1,Directed,#6dc066
S05,D08,1,Directed,#6dc066
S05,D09,1,Directed,#6dc066
S06,D06,1,Directed,#6dc066
S06,D07,1,Directed,#6dc066
S06,D08,1,Directed,#6dc066
S06,D10,1,Directed,#6dc066
S07,D08,1,Directed,#6dc066
S07,D13,1,Directed,#6dc066
S08,D08,1,Directed,#6dc066
S10,D09,1,Directed,#6dc066
S10,D10,1,Directed,#6dc066
S11,D06,1,Directed,#6dc066
S11,D08,1,Directed,#6dc066
S11,D09,1,Directed,#6dc066
S11,D10,1,Directed,#6dc066
S11,D13,1,Directed,#6dc066
S12,D06,1,Directed,#6dc066
S12,D08,1,Directed,#6dc066
S12,D09,1,Directed,#6dc066
S12,D10,1,Directed,#6dc066
S13,D09,1,Directed,#6dc066
S14,D08,1,Directed,#6dc066
S14,D10,1,Directed,#6dc066
S15,D08,1,Directed,#6dc066
S15,D09,1,Directed,#6dc066
S15,D12,1,Directed,#6dc066
S16,D08,1,Directed,#6dc066
S16,D09,1,Directed,#6dc066
S16,D10,1,Directed,#6dc066
S17,D08,1,Directed,#6dc066
D01,S13,2,Directed,#ff4444
D02,S13,2,Directed,#ff4444
D03,S07,2,Directed,#ff4444
D03,S11,2,Directed,#ff4444
D04,S13,2,Directed,#ff4444
D05,S14,2,Directed,#ff4444
D05,S15,2,Directed,#ff4444
D07,S05,2,Directed,#ff4444
D11,S02,2,Directed,#ff4444
D11,S03,2,Directed,#ff4444
D11,S05,2,Directed,#ff4444
D11,S06,2,Directed,#ff4444
D11,S12,2,Directed,#ff4444
D12,S10,2,Directed,#ff4444
D12,S16,2,Directed,#ff4444
S02,D03,2,Directed,#6dc066
S02,D04,2,Directed,#6dc066
S02,D06,2,Directed,#6dc066
S03,D07,2,Directed,#6dc066
S09,D06,2,Directed,#6dc066
S09,D08,2,Directed,#6dc066
S17,D09,2,Directed,#6dc066
S01,D01,1,Undirected,#fef65b
S01,D02,1,Undirected,#fef65b
S01,D03,1,Undirected,#fef65b
S01,D05,1,Undirected,#fef65b
S01,D06,1,Undirected,#fef65b
S01,D10,1,Undirected,#fef65b
S01,D12,1,Undirected,#fef65b
S01,D13,1,Undirected,#fef65b
S02,D05,1,Undirected,#fef65b
S02,D07,1,Undirected,#fef65b
S02,D09,1,Undirected,#fef65b
S02,D12,1,Undirected,#fef65b
S02,D13,1,Undirected,#fef65b
S03,D01,1,Undirected,#fef65b
S03,D02,1,Undirected,#fef65b
S03,D04,1,Undirected,#fef65b
S03,D06,1,Undirected,#fef65b
S03,D08,1,Undirected,#fef65b
S03,D12,1,Undirected,#fef65b
S03,D13,1,Undirected,#fef65b
S04,D04,1,Undirected,#fef65b
S04,D08,1,Undirected,#fef65b
S04,D10,1,Undirected,#fef65b
S04,D11,1,Undirected,#fef65b
S04,D13,1,Undirected,#fef65b
S05,D03,1,Undirected,#fef65b
S05,D04,1,Undirected,#fef65b
S05,D05,1,Undirected,#fef65b
S05,D06,1,Undirected,#fef65b
S05,D12,1,Undirected,#fef65b
S05,D13,1,Undirected,#fef65b
S06,D13,1,Undirected,#fef65b
S07,D01,1,Undirected,#fef65b
S07,D02,1,Undirected,#fef65b
S07,D04,1,Undirected,#fef65b
S07,D06,1,Undirected,#fef65b
S07,D10,1,Undirected,#fef65b
S07,D12,1,Undirected,#fef65b
S08,D01,1,Undirected,#fef65b
S08,D02,1,Undirected,#fef65b
S08,D03,1,Undirected,#fef65b
S08,D04,1,Undirected,#fef65b
S08,D07,1,Undirected,#fef65b
S08,D09,1,Undirected,#fef65b
S08,D10,1,Undirected,#fef65b
S08,D11,1,Undirected,#fef65b
S08,D12,1,Undirected,#fef65b
S08,D13,1,Undirected,#fef65b
S09,D01,1,Undirected,#fef65b
S09,D02,1,Undirected,#fef65b
S09,D03,1,Undirected,#fef65b
S09,D04,1,Undirected,#fef65b
S09,D07,1,Undirected,#fef65b
S09,D09,1,Undirected,#fef65b
S09,D10,1,Undirected,#fef65b
S09,D11,1,Undirected,#fef65b
S09,D12,1,Undirected,#fef65b
S09,D13,1,Undirected,#fef65b
S10,D08,1,Undirected,#fef65b
S10,D13,1,Undirected,#fef65b
S12,D05,1,Undirected,#fef65b
S12,D13,1,Undirected,#fef65b
S13,D05,1,Undirected,#fef65b
S13,D06,1,Undirected,#fef65b
S13,D07,1,Undirected,#fef65b
S13,D08,1,Undirected,#fef65b
S13,D10,1,Undirected,#fef65b
S13,D11,1,Undirected,#fef65b
S13,D12,1,Undirected,#fef65b
S13,D13,1,Undirected,#fef65b
S14,D06,1,Undirected,#fef65b
S14,D13,1,Undirected,#fef65b
S15,D06,1,Undirected,#fef65b
S15,D10,1,Undirected,#fef65b
S15,D13,1,Undirected,#fef65b
S16,D07,1,Undirected,#fef65b
S16,D13,1,Undirected,#fef65b
S01,D11,2,Undirected,#fef65b
S04,D06,2,Undirected,#fef65b
S05,D10,2,Undirected,#fef65b
S08,D06,2,Undirected,#fef65b
